Connected to mysqlserver
HINDPETRO 2017-01-31 2017-01-31
HINDPETRO 2017-02-01 2017-02-28
HINDPETRO 2017-03-01 2017-03-30
HINDPETRO 2017-03-31 2017-03-31
HINDPETRO 2017-04-01 2017-04-30
HINDPETRO 2017-05-01 2017-05-30
HINDPETRO 2017-05-31 2017-05-31
HINDPETRO 2017-06-01 2017-06-30
HINDUNILVR 2016-09-01 2016-09-30
HINDUNILVR 2016-10-01 2016-10-30
HINDUNILVR 2016-10-31 2016-10-31
HINDUNILVR 2016-11-01 2016-11-30
HINDUNILVR 2016-12-01 2016-12-30
HINDUNILVR 2016-12-31 2016-12-31
HINDUNILVR 2017-01-01 2017-01-30
HINDUNILVR 2017-01-31 2017-01-31
HINDUNILVR 2017-02-01 2017-02-28
HINDUNILVR 2017-03-01 2017-03-30
HINDUNILVR 2017-03-31 2017-03-31
HINDUNILVR 2017-04-01 2017-04-30
HINDUNILVR 2017-05-01 2017-05-30
HINDUNILVR 2017-05-31 2017-05-31
HINDUNILVR 2017-06-01 2017-06-30
HINDZINC 2016-09-01 2016-09-30
HINDZINC 2016-10-01 2016-10-30
HINDZINC 2016-10-31 2016-10-31
HINDZINC 2016-11-01 2016-11-30
Commited candles: 6600000
HINDZINC 2016-12-01 2016-12-30
HINDZINC 2016-12-31 2016-12-31
HINDZINC 2017-01-01 2017-01-30
HINDZINC 2017-01-31 2017-01-31
HINDZINC 2017-02-01 2017-02-28
HINDZINC 2017-03-01 2017-03-30
HINDZINC 2017-03-31 2017-03-31
HINDZINC 2017-04-01 2017-04-30
HINDZINC 2017-05-01 2017-05-30
HINDZINC 2017-05-31 2017-05-31
HINDZINC 2017-06-01 2017-06-30
IBULHSGFIN 2016-09-01 2016-09-30
IBULHSGFIN 2016-10-01 2016-10-30
IBULHSGFIN 2016-10-31 2016-10-31
IBULHSGFIN 2016-11-01 2016-11-30
IBULHSGFIN 2016-12-01 2016-12-30
IBULHSGFIN 2016-12-31 2016-12-31
IBULHSGFIN 2017-01-01 2017-01-30
IBULHSGFIN 2017-01-31 2017-01-31
IBULHSGFIN 2017-02-01 2017-02-28
IBULHSGFIN 2017-03-01 2017-03-30
IBULHSGFIN 2017-03-31 2017-03-31
IBULHSGFIN 2017-04-01 2017-04-30
IBULHSGFIN 2017-05-01 2017-05-30
IBULHSGFIN 2017-05-31 2017-05-31
IBULHSGFIN 2017-06-01 2017-06-30
ICICIBANK 2016-09-01 2016-09-30
ICICIBANK 2016-10-01 2016-10-30
ICICIBANK 2016-10-31 2016-10-31
ICICIBANK 2016-11-01 2016-11-30
Commited candles: 6750000
ICICIBANK 2016-12-01 2016-12-30
ICICIBANK 2016-12-31 2016-12-31
ICICIBANK 2017-01-01 2017-01-30
ICICIBANK 2017-01-31 2017-01-31
ICICIBANK 2017-02-01 2017-02-28
ICICIBANK 2017-03-01 2017-03-30
ICICIBANK 2017-03-31 2017-03-31
ICICIBANK 2017-04-01 2017-04-30
ICICIBANK 2017-05-01 2017-05-30
ICICIBANK 2017-05-31 2017-05-31
ICICIBANK 2017-06-01 2017-06-30
ICICIPRULI 2016-09-01 2016-09-30
ICICIPRULI 2016-10-01 2016-10-30
ICICIPRULI 2016-10-31 2016-10-31
ICICIPRULI 2016-11-01 2016-11-30
ICICIPRULI 2016-12-01 2016-12-30
ICICIPRULI 2016-12-31 2016-12-31
ICICIPRULI 2017-01-01 2017-01-30
ICICIPRULI 2017-01-31 2017-01-31
ICICIPRULI 2017-02-01 2017-02-28
ICICIPRULI 2017-03-01 2017-03-30
ICICIPRULI 2017-03-31 2017-03-31
ICICIPRULI 2017-04-01 2017-04-30
ICICIPRULI 2017-05-01 2017-05-30
ICICIPRULI 2017-05-31 2017-05-31
ICICIPRULI 2017-06-01 2017-06-30
IDBI 2016-09-01 2016-09-30
IDBI 2016-10-01 2016-10-30
IDBI 2016-10-31 2016-10-31
IDBI 2016-11-01 2016-11-30
Commited candles: 6900000
IDBI 2016-12-01 2016-12-30
IDBI 2016-12-31 2016-12-31
IDBI 2017-01-01 2017-01-30
IDBI 2017-01-31 2017-01-31
IDBI 2017-02-01 2017-02-28
IDBI 2017-03-01 2017-03-30
IDBI 2017-03-31 2017-03-31
IDBI 2017-04-01 2017-04-30
IDBI 2017-05-01 2017-05-30
IDBI 2017-05-31 2017-05-31
IDBI 2017-06-01 2017-06-30
IDEA 2016-09-01 2016-09-30
IDEA 2016-10-01 2016-10-30
IDEA 2016-10-31 2016-10-31
IDEA 2016-11-01 2016-11-30
IDEA 2016-12-01 2016-12-30
IDEA 2016-12-31 2016-12-31
IDEA 2017-01-01 2017-01-30
IDEA 2017-01-31 2017-01-31
IDEA 2017-02-01 2017-02-28
IDEA 2017-03-01 2017-03-30
IDEA 2017-03-31 2017-03-31
IDEA 2017-04-01 2017-04-30
IDEA 2017-05-01 2017-05-30
IDEA 2017-05-31 2017-05-31
IDEA 2017-06-01 2017-06-30
IDFC 2016-09-01 2016-09-30
IDFC 2016-10-01 2016-10-30
IDFC 2016-10-31 2016-10-31
IDFC 2016-11-01 2016-11-30
Commited candles: 7050000
IDFC 2016-12-01 2016-12-30
IDFC 2016-12-31 2016-12-31
IDFC 2017-01-01 2017-01-30
IDFC 2017-01-31 2017-01-31
IDFC 2017-02-01 2017-02-28
IDFC 2017-03-01 2017-03-30
IDFC 2017-03-31 2017-03-31
IDFC 2017-04-01 2017-04-30
IDFC 2017-05-01 2017-05-30
IDFC 2017-05-31 2017-05-31
IDFC 2017-06-01 2017-06-30
IDFCBANK 2016-09-01 2016-09-30
IDFCBANK 2016-10-01 2016-10-30
IDFCBANK 2016-10-31 2016-10-31
IDFCBANK 2016-11-01 2016-11-30
IDFCBANK 2016-12-01 2016-12-30
IDFCBANK 2016-12-31 2016-12-31
IDFCBANK 2017-01-01 2017-01-30
IDFCBANK 2017-01-31 2017-01-31
IDFCBANK 2017-02-01 2017-02-28
IDFCBANK 2017-03-01 2017-03-30
IDFCBANK 2017-03-31 2017-03-31
IDFCBANK 2017-04-01 2017-04-30
IDFCBANK 2017-05-01 2017-05-30
IDFCBANK 2017-05-31 2017-05-31
IDFCBANK 2017-06-01 2017-06-30
IFCI 2016-09-01 2016-09-30
IFCI 2016-10-01 2016-10-30
IFCI 2016-10-31 2016-10-31
IFCI 2016-11-01 2016-11-30
Commited candles: 7200000
IFCI 2016-12-01 2016-12-30
IFCI 2016-12-31 2016-12-31
IFCI 2017-01-01 2017-01-30
IFCI 2017-01-31 2017-01-31
IFCI 2017-02-01 2017-02-28
IFCI 2017-03-01 2017-03-30
IFCI 2017-03-31 2017-03-31
IFCI 2017-04-01 2017-04-30
IFCI 2017-05-01 2017-05-30
IFCI 2017-05-31 2017-05-31
IFCI 2017-06-01 2017-06-30
IGL 2016-09-01 2016-09-30
IGL 2016-10-01 2016-10-30
IGL 2016-10-31 2016-10-31
IGL 2016-11-01 2016-11-30
IGL 2016-12-01 2016-12-30
IGL 2016-12-31 2016-12-31
IGL 2017-01-01 2017-01-30
IGL 2017-01-31 2017-01-31
IGL 2017-02-01 2017-02-28
IGL 2017-03-01 2017-03-30
IGL 2017-03-31 2017-03-31
IGL 2017-04-01 2017-04-30
IGL 2017-05-01 2017-05-30
IGL 2017-05-31 2017-05-31
IGL 2017-06-01 2017-06-30
INDIACEM 2016-09-01 2016-09-30
INDIACEM 2016-10-01 2016-10-30
Commited candles: 7350000
INDIACEM 2016-10-31 2016-10-31
INDIACEM 2016-11-01 2016-11-30
INDIACEM 2016-12-01 2016-12-30
INDIACEM 2016-12-31 2016-12-31
INDIACEM 2017-01-01 2017-01-30
INDIACEM 2017-01-31 2017-01-31
INDIACEM 2017-02-01 2017-02-28
INDIACEM 2017-03-01 2017-03-30
INDIACEM 2017-03-31 2017-03-31
INDIACEM 2017-04-01 2017-04-30
INDIACEM 2017-05-01 2017-05-30
INDIACEM 2017-05-31 2017-05-31
INDIACEM 2017-06-01 2017-06-30
INDIANB 2016-09-01 2016-09-30
INDIANB 2016-10-01 2016-10-30
INDIANB 2016-10-31 2016-10-31
INDIANB 2016-11-01 2016-11-30
INDIANB 2016-12-01 2016-12-30
INDIANB 2016-12-31 2016-12-31
INDIANB 2017-01-01 2017-01-30
INDIANB 2017-01-31 2017-01-31
INDIANB 2017-02-01 2017-02-28
INDIANB 2017-03-01 2017-03-30
INDIANB 2017-03-31 2017-03-31
INDIANB 2017-04-01 2017-04-30
INDIANB 2017-05-01 2017-05-30
INDIANB 2017-05-31 2017-05-31
INDIANB 2017-06-01 2017-06-30
INDIGO 2016-09-01 2016-09-30
INDIGO 2016-10-01 2016-10-30
Commited candles: 7500000
INDIGO 2016-10-31 2016-10-31
INDIGO 2016-11-01 2016-11-30
INDIGO 2016-12-01 2016-12-30
INDIGO 2016-12-31 2016-12-31
INDIGO 2017-01-01 2017-01-30
INDIGO 2017-01-31 2017-01-31
INDIGO 2017-02-01 2017-02-28
Repeated candle {'volume': 858, 'cdate': datetime.datetime(2017, 2, 21, 13, 27), 'high': 848, 'low': 848, 'close': 848, 'tradingsymbol_no': 203, 'open': 848}
INDIGO 2017-03-01 2017-03-30
INDIGO 2017-03-31 2017-03-31
INDIGO 2017-04-01 2017-04-30
INDIGO 2017-05-01 2017-05-30
INDIGO 2017-05-31 2017-05-31
INDIGO 2017-06-01 2017-06-30
INDUSINDBK 2016-09-01 2016-09-30
INDUSINDBK 2016-10-01 2016-10-30
INDUSINDBK 2016-10-31 2016-10-31
INDUSINDBK 2016-11-01 2016-11-30
INDUSINDBK 2016-12-01 2016-12-30
INDUSINDBK 2016-12-31 2016-12-31
INDUSINDBK 2017-01-01 2017-01-30
INDUSINDBK 2017-01-31 2017-01-31
INDUSINDBK 2017-02-01 2017-02-28
INDUSINDBK 2017-03-01 2017-03-30
INDUSINDBK 2017-03-31 2017-03-31
INDUSINDBK 2017-04-01 2017-04-30
INDUSINDBK 2017-05-01 2017-05-30
INDUSINDBK 2017-05-31 2017-05-31
INDUSINDBK 2017-06-01 2017-06-30
INFIBEAM 2016-09-01 2016-09-30
Commited candles: 7650000
INFIBEAM 2016-10-01 2016-10-30
INFIBEAM 2016-10-31 2016-10-31
INFIBEAM 2016-11-01 2016-11-30
INFIBEAM 2016-12-01 2016-12-30
INFIBEAM 2016-12-31 2016-12-31
INFIBEAM 2017-01-01 2017-01-30
INFIBEAM 2017-01-31 2017-01-31
INFIBEAM 2017-02-01 2017-02-28
Repeated candle {'volume': 26240, 'cdate': datetime.datetime(2017, 2, 21, 13, 27), 'high': 140.02, 'low': 139.76, 'close': 139.79, 'tradingsymbol_no': 207, 'open': 140.02}
INFIBEAM 2017-03-01 2017-03-30
INFIBEAM 2017-03-31 2017-03-31
INFIBEAM 2017-04-01 2017-04-30
INFIBEAM 2017-05-01 2017-05-30
INFIBEAM 2017-05-31 2017-05-31
INFIBEAM 2017-06-01 2017-06-30
INFRATEL 2016-09-01 2016-09-30
INFRATEL 2016-10-01 2016-10-30
INFRATEL 2016-10-31 2016-10-31
INFRATEL 2016-11-01 2016-11-30
INFRATEL 2016-12-01 2016-12-30
INFRATEL 2016-12-31 2016-12-31
INFRATEL 2017-01-01 2017-01-30
INFRATEL 2017-01-31 2017-01-31
INFRATEL 2017-02-01 2017-02-28
Repeated candle {'volume': 1620, 'cdate': datetime.datetime(2017, 2, 21, 13, 27), 'high': 296.9, 'low': 296.7, 'close': 296.9, 'tradingsymbol_no': 197, 'open': 296.8}
INFRATEL 2017-03-01 2017-03-30
INFRATEL 2017-03-31 2017-03-31
INFRATEL 2017-04-01 2017-04-30
INFRATEL 2017-05-01 2017-05-30
INFRATEL 2017-05-31 2017-05-31
INFRATEL 2017-06-01 2017-06-30
INFY 2016-09-01 2016-09-30
Commited candles: 7800000
INFY 2016-10-01 2016-10-30
INFY 2016-10-31 2016-10-31
INFY 2016-11-01 2016-11-30
INFY 2016-12-01 2016-12-30
INFY 2016-12-31 2016-12-31
INFY 2017-01-01 2017-01-30
INFY 2017-01-31 2017-01-31
INFY 2017-02-01 2017-02-28
INFY 2017-03-01 2017-03-30
INFY 2017-03-31 2017-03-31
INFY 2017-04-01 2017-04-30
INFY 2017-05-01 2017-05-30
INFY 2017-05-31 2017-05-31
INFY 2017-06-01 2017-06-30
IOC 2016-09-01 2016-09-30
IOC 2016-10-01 2016-10-30
IOC 2016-10-31 2016-10-31
IOC 2016-11-01 2016-11-30
IOC 2016-12-01 2016-12-30
IOC 2016-12-31 2016-12-31
IOC 2017-01-01 2017-01-30
IOC 2017-01-31 2017-01-31
IOC 2017-02-01 2017-02-28
Repeated candle {'volume': 4672, 'cdate': datetime.datetime(2017, 2, 21, 13, 27), 'high': 195.18, 'low': 195.13, 'close': 195.18, 'tradingsymbol_no': 114, 'open': 195.15}
IOC 2017-03-01 2017-03-30
IOC 2017-03-31 2017-03-31
IOC 2017-04-01 2017-04-30
IOC 2017-05-01 2017-05-30
IOC 2017-05-31 2017-05-31
IOC 2017-06-01 2017-06-30
IRB 2016-09-01 2016-09-30
Commited candles: 7950000
IRB 2016-10-01 2016-10-30
IRB 2016-10-31 2016-10-31
IRB 2016-11-01 2016-11-30
IRB 2016-12-01 2016-12-30
IRB 2016-12-31 2016-12-31
IRB 2017-01-01 2017-01-30
IRB 2017-01-31 2017-01-31
IRB 2017-02-01 2017-02-28
Repeated candle {'volume': 2314, 'cdate': datetime.datetime(2017, 2, 21, 13, 27), 'high': 233.45, 'low': 233.1, 'close': 233.45, 'tradingsymbol_no': 177, 'open': 233.1}
IRB 2017-03-01 2017-03-30
IRB 2017-03-31 2017-03-31
IRB 2017-04-01 2017-04-30
IRB 2017-05-01 2017-05-30
IRB 2017-05-31 2017-05-31
IRB 2017-06-01 2017-06-30
ITC 2016-09-01 2016-09-30
ITC 2016-10-01 2016-10-30
ITC 2016-10-31 2016-10-31
ITC 2016-11-01 2016-11-30
ITC 2016-12-01 2016-12-30
ITC 2016-12-31 2016-12-31
ITC 2017-01-01 2017-01-30
ITC 2017-01-31 2017-01-31
ITC 2017-02-01 2017-02-28
ITC 2017-03-01 2017-03-30
ITC 2017-03-31 2017-03-31
ITC 2017-04-01 2017-04-30
ITC 2017-05-01 2017-05-30
ITC 2017-05-31 2017-05-31
ITC 2017-06-01 2017-06-30
Commited candles: 8100000
JETAIRWAYS 2016-09-01 2016-09-30
JETAIRWAYS 2016-10-01 2016-10-30
JETAIRWAYS 2016-10-31 2016-10-31
JETAIRWAYS 2016-11-01 2016-11-30
JETAIRWAYS 2016-12-01 2016-12-30
JETAIRWAYS 2016-12-31 2016-12-31
JETAIRWAYS 2017-01-01 2017-01-30
JETAIRWAYS 2017-01-31 2017-01-31
JETAIRWAYS 2017-02-01 2017-02-28
JETAIRWAYS 2017-03-01 2017-03-30
JETAIRWAYS 2017-03-31 2017-03-31
JETAIRWAYS 2017-04-01 2017-04-30
JETAIRWAYS 2017-05-01 2017-05-30
JETAIRWAYS 2017-05-31 2017-05-31
JETAIRWAYS 2017-06-01 2017-06-30
JINDALSTEL 2016-09-01 2016-09-30
JINDALSTEL 2016-10-01 2016-10-30
JINDALSTEL 2016-10-31 2016-10-31
JINDALSTEL 2016-11-01 2016-11-30
JINDALSTEL 2016-12-01 2016-12-30
JINDALSTEL 2016-12-31 2016-12-31
JINDALSTEL 2017-01-01 2017-01-30
JINDALSTEL 2017-01-31 2017-01-31
JINDALSTEL 2017-02-01 2017-02-28
JINDALSTEL 2017-03-01 2017-03-30
JINDALSTEL 2017-03-31 2017-03-31
JINDALSTEL 2017-04-01 2017-04-30
JINDALSTEL 2017-05-01 2017-05-30
JINDALSTEL 2017-05-31 2017-05-31
JINDALSTEL 2017-06-01 2017-06-30
Commited candles: 8250000
JISLJALEQS 2016-09-01 2016-09-30
JISLJALEQS 2016-10-01 2016-10-30
JISLJALEQS 2016-10-31 2016-10-31
JISLJALEQS 2016-11-01 2016-11-30
JISLJALEQS 2016-12-01 2016-12-30
JISLJALEQS 2016-12-31 2016-12-31
JISLJALEQS 2017-01-01 2017-01-30
JISLJALEQS 2017-01-31 2017-01-31
JISLJALEQS 2017-02-01 2017-02-28
JISLJALEQS 2017-03-01 2017-03-30
JISLJALEQS 2017-03-31 2017-03-31
JISLJALEQS 2017-04-01 2017-04-30
JISLJALEQS 2017-05-01 2017-05-30
JISLJALEQS 2017-05-31 2017-05-31
JISLJALEQS 2017-06-01 2017-06-30
JPASSOCIAT 2016-09-01 2016-09-30
JPASSOCIAT 2016-10-01 2016-10-30
JPASSOCIAT 2016-10-31 2016-10-31
JPASSOCIAT 2016-11-01 2016-11-30
JPASSOCIAT 2016-12-01 2016-12-30
JPASSOCIAT 2016-12-31 2016-12-31
JPASSOCIAT 2017-01-01 2017-01-30
JPASSOCIAT 2017-01-31 2017-01-31
JPASSOCIAT 2017-02-01 2017-02-28
JPASSOCIAT 2017-03-01 2017-03-30
JPASSOCIAT 2017-03-31 2017-03-31
JPASSOCIAT 2017-04-01 2017-04-30
JPASSOCIAT 2017-05-01 2017-05-30
JPASSOCIAT 2017-05-31 2017-05-31
Commited candles: 8400000
JPASSOCIAT 2017-06-01 2017-06-30
JSWSTEEL 2016-09-01 2016-09-30
JSWSTEEL 2016-10-01 2016-10-30
JSWSTEEL 2016-10-31 2016-10-31
JSWSTEEL 2016-11-01 2016-11-30
JSWSTEEL 2016-12-01 2016-12-30
JSWSTEEL 2016-12-31 2016-12-31
JSWSTEEL 2017-01-01 2017-01-30
JSWSTEEL 2017-01-31 2017-01-31
JSWSTEEL 2017-02-01 2017-02-28
JSWSTEEL 2017-03-01 2017-03-30
JSWSTEEL 2017-03-31 2017-03-31
JSWSTEEL 2017-04-01 2017-04-30
JSWSTEEL 2017-05-01 2017-05-30
JSWSTEEL 2017-05-31 2017-05-31
JSWSTEEL 2017-06-01 2017-06-30
JUBLFOOD 2016-09-01 2016-09-30
JUBLFOOD 2016-10-01 2016-10-30
JUBLFOOD 2016-10-31 2016-10-31
JUBLFOOD 2016-11-01 2016-11-30
JUBLFOOD 2016-12-01 2016-12-30
JUBLFOOD 2016-12-31 2016-12-31
JUBLFOOD 2017-01-01 2017-01-30
JUBLFOOD 2017-01-31 2017-01-31
JUBLFOOD 2017-02-01 2017-02-28
JUBLFOOD 2017-03-01 2017-03-30
JUBLFOOD 2017-03-31 2017-03-31
JUBLFOOD 2017-04-01 2017-04-30
JUBLFOOD 2017-05-01 2017-05-30
Commited candles: 8550000
JUBLFOOD 2017-05-31 2017-05-31
JUBLFOOD 2017-06-01 2017-06-30
JUSTDIAL 2016-09-01 2016-09-30
JUSTDIAL 2016-10-01 2016-10-30
JUSTDIAL 2016-10-31 2016-10-31
JUSTDIAL 2016-11-01 2016-11-30
JUSTDIAL 2016-12-01 2016-12-30
JUSTDIAL 2016-12-31 2016-12-31
JUSTDIAL 2017-01-01 2017-01-30
JUSTDIAL 2017-01-31 2017-01-31
JUSTDIAL 2017-02-01 2017-02-28
JUSTDIAL 2017-03-01 2017-03-30
JUSTDIAL 2017-03-31 2017-03-31
JUSTDIAL 2017-04-01 2017-04-30
JUSTDIAL 2017-05-01 2017-05-30
JUSTDIAL 2017-05-31 2017-05-31
JUSTDIAL 2017-06-01 2017-06-30
KAJARIACER 2016-09-01 2016-09-30
KAJARIACER 2016-10-01 2016-10-30
KAJARIACER 2016-10-31 2016-10-31
KAJARIACER 2016-11-01 2016-11-30
KAJARIACER 2016-12-01 2016-12-30
KAJARIACER 2016-12-31 2016-12-31
KAJARIACER 2017-01-01 2017-01-30
KAJARIACER 2017-01-31 2017-01-31
KAJARIACER 2017-02-01 2017-02-28
KAJARIACER 2017-03-01 2017-03-30
KAJARIACER 2017-03-31 2017-03-31
KAJARIACER 2017-04-01 2017-04-30
KAJARIACER 2017-05-01 2017-05-30
Commited candles: 8700000
KAJARIACER 2017-05-31 2017-05-31
KAJARIACER 2017-06-01 2017-06-30
KOTAKBANK 2016-09-01 2016-09-30
KOTAKBANK 2016-10-01 2016-10-30
KOTAKBANK 2016-10-31 2016-10-31
KOTAKBANK 2016-11-01 2016-11-30
KOTAKBANK 2016-12-01 2016-12-30
KOTAKBANK 2016-12-31 2016-12-31
KOTAKBANK 2017-01-01 2017-01-30
KOTAKBANK 2017-01-31 2017-01-31
KOTAKBANK 2017-02-01 2017-02-28
KOTAKBANK 2017-03-01 2017-03-30
KOTAKBANK 2017-03-31 2017-03-31
KOTAKBANK 2017-04-01 2017-04-30
KOTAKBANK 2017-05-01 2017-05-30
KOTAKBANK 2017-05-31 2017-05-31
KOTAKBANK 2017-06-01 2017-06-30
KPIT 2016-09-01 2016-09-30
KPIT 2016-10-01 2016-10-30
KPIT 2016-10-31 2016-10-31
KPIT 2016-11-01 2016-11-30
KPIT 2016-12-01 2016-12-30
KPIT 2016-12-31 2016-12-31
KPIT 2017-01-01 2017-01-30
KPIT 2017-01-31 2017-01-31
KPIT 2017-02-01 2017-02-28
KPIT 2017-03-01 2017-03-30
KPIT 2017-03-31 2017-03-31
KPIT 2017-04-01 2017-04-30
Commited candles: 8850000
KPIT 2017-05-01 2017-05-30
KPIT 2017-05-31 2017-05-31
KPIT 2017-06-01 2017-06-30
KSCL 2016-09-01 2016-09-30
KSCL 2016-10-01 2016-10-30
KSCL 2016-10-31 2016-10-31
KSCL 2016-11-01 2016-11-30
KSCL 2016-12-01 2016-12-30
KSCL 2016-12-31 2016-12-31
KSCL 2017-01-01 2017-01-30
KSCL 2017-01-31 2017-01-31
KSCL 2017-02-01 2017-02-28
KSCL 2017-03-01 2017-03-30
KSCL 2017-03-31 2017-03-31
KSCL 2017-04-01 2017-04-30
KSCL 2017-05-01 2017-05-30
KSCL 2017-05-31 2017-05-31
KSCL 2017-06-01 2017-06-30
KTKBANK 2016-09-01 2016-09-30
KTKBANK 2016-10-01 2016-10-30
KTKBANK 2016-10-31 2016-10-31
KTKBANK 2016-11-01 2016-11-30
KTKBANK 2016-12-01 2016-12-30
KTKBANK 2016-12-31 2016-12-31
KTKBANK 2017-01-01 2017-01-30
KTKBANK 2017-01-31 2017-01-31
KTKBANK 2017-02-01 2017-02-28
KTKBANK 2017-03-01 2017-03-30
KTKBANK 2017-03-31 2017-03-31
KTKBANK 2017-04-01 2017-04-30
Commited candles: 9000000
KTKBANK 2017-05-01 2017-05-30
KTKBANK 2017-05-31 2017-05-31
KTKBANK 2017-06-01 2017-06-30
L&TFH 2016-09-01 2016-09-30
L&TFH 2016-10-01 2016-10-30
L&TFH 2016-10-31 2016-10-31
L&TFH 2016-11-01 2016-11-30
L&TFH 2016-12-01 2016-12-30
L&TFH 2016-12-31 2016-12-31
L&TFH 2017-01-01 2017-01-30
L&TFH 2017-01-31 2017-01-31
L&TFH 2017-02-01 2017-02-28
L&TFH 2017-03-01 2017-03-30
L&TFH 2017-03-31 2017-03-31
L&TFH 2017-04-01 2017-04-30
L&TFH 2017-05-01 2017-05-30
L&TFH 2017-05-31 2017-05-31
L&TFH 2017-06-01 2017-06-30
LICHSGFIN 2016-09-01 2016-09-30
LICHSGFIN 2016-10-01 2016-10-30
LICHSGFIN 2016-10-31 2016-10-31
LICHSGFIN 2016-11-01 2016-11-30
LICHSGFIN 2016-12-01 2016-12-30
LICHSGFIN 2016-12-31 2016-12-31
LICHSGFIN 2017-01-01 2017-01-30
LICHSGFIN 2017-01-31 2017-01-31
LICHSGFIN 2017-02-01 2017-02-28
LICHSGFIN 2017-03-01 2017-03-30
LICHSGFIN 2017-03-31 2017-03-31
Commited candles: 9150000
LICHSGFIN 2017-04-01 2017-04-30
LICHSGFIN 2017-05-01 2017-05-30
LICHSGFIN 2017-05-31 2017-05-31
LICHSGFIN 2017-06-01 2017-06-30
LT 2016-09-01 2016-09-30
LT 2016-10-01 2016-10-30
LT 2016-10-31 2016-10-31
LT 2016-11-01 2016-11-30
LT 2016-12-01 2016-12-30
LT 2016-12-31 2016-12-31
LT 2017-01-01 2017-01-30
LT 2017-01-31 2017-01-31
LT 2017-02-01 2017-02-28
Repeated candle {'volume': 19724, 'cdate': datetime.datetime(2017, 2, 21, 13, 27), 'high': 989.33, 'low': 987.87, 'close': 988.83, 'tradingsymbol_no': 149, 'open': 987.87}
LT 2017-03-01 2017-03-30
LT 2017-03-31 2017-03-31
LT 2017-04-01 2017-04-30
LT 2017-05-01 2017-05-30
LT 2017-05-31 2017-05-31
LT 2017-06-01 2017-06-30
LUPIN 2016-09-01 2016-09-30
LUPIN 2016-10-01 2016-10-30
LUPIN 2016-10-31 2016-10-31
LUPIN 2016-11-01 2016-11-30
LUPIN 2016-12-01 2016-12-30
LUPIN 2016-12-31 2016-12-31
LUPIN 2017-01-01 2017-01-30
LUPIN 2017-01-31 2017-01-31
LUPIN 2017-02-01 2017-02-28
LUPIN 2017-03-01 2017-03-30
Commited candles: 9300000
LUPIN 2017-03-31 2017-03-31
LUPIN 2017-04-01 2017-04-30
LUPIN 2017-05-01 2017-05-30
LUPIN 2017-05-31 2017-05-31
LUPIN 2017-06-01 2017-06-30
M&M 2016-09-01 2016-09-30
M&M 2016-10-01 2016-10-30
M&M 2016-10-31 2016-10-31
M&M 2016-11-01 2016-11-30
M&M 2016-12-01 2016-12-30
M&M 2016-12-31 2016-12-31
M&M 2017-01-01 2017-01-30
M&M 2017-01-31 2017-01-31
M&M 2017-02-01 2017-02-28
M&M 2017-03-01 2017-03-30
M&M 2017-03-31 2017-03-31
M&M 2017-04-01 2017-04-30
M&M 2017-05-01 2017-05-30
M&M 2017-05-31 2017-05-31
M&M 2017-06-01 2017-06-30
M&MFIN 2016-09-01 2016-09-30
M&MFIN 2016-10-01 2016-10-30
M&MFIN 2016-10-31 2016-10-31
M&MFIN 2016-11-01 2016-11-30
M&MFIN 2016-12-01 2016-12-30
M&MFIN 2016-12-31 2016-12-31
M&MFIN 2017-01-01 2017-01-30
M&MFIN 2017-01-31 2017-01-31
M&MFIN 2017-02-01 2017-02-28
M&MFIN 2017-03-01 2017-03-30
Commited candles: 9450000
M&MFIN 2017-03-31 2017-03-31
M&MFIN 2017-04-01 2017-04-30
M&MFIN 2017-05-01 2017-05-30
M&MFIN 2017-05-31 2017-05-31
M&MFIN 2017-06-01 2017-06-30
MANAPPURAM 2016-09-01 2016-09-30
MANAPPURAM 2016-10-01 2016-10-30
MANAPPURAM 2016-10-31 2016-10-31
MANAPPURAM 2016-11-01 2016-11-30
MANAPPURAM 2016-12-01 2016-12-30
MANAPPURAM 2016-12-31 2016-12-31
MANAPPURAM 2017-01-01 2017-01-30
MANAPPURAM 2017-01-31 2017-01-31
MANAPPURAM 2017-02-01 2017-02-28
MANAPPURAM 2017-03-01 2017-03-30
MANAPPURAM 2017-03-31 2017-03-31
MANAPPURAM 2017-04-01 2017-04-30
MANAPPURAM 2017-05-01 2017-05-30
MANAPPURAM 2017-05-31 2017-05-31
MANAPPURAM 2017-06-01 2017-06-30
MARICO 2016-09-01 2016-09-30
MARICO 2016-10-01 2016-10-30
MARICO 2016-10-31 2016-10-31
MARICO 2016-11-01 2016-11-30
MARICO 2016-12-01 2016-12-30
MARICO 2016-12-31 2016-12-31
MARICO 2017-01-01 2017-01-30
MARICO 2017-01-31 2017-01-31
MARICO 2017-02-01 2017-02-28
Commited candles: 9600000
MARICO 2017-03-01 2017-03-30
MARICO 2017-03-31 2017-03-31
MARICO 2017-04-01 2017-04-30
MARICO 2017-05-01 2017-05-30
MARICO 2017-05-31 2017-05-31
MARICO 2017-06-01 2017-06-30
MARUTI 2016-09-01 2016-09-30
MARUTI 2016-10-01 2016-10-30
MARUTI 2016-10-31 2016-10-31
MARUTI 2016-11-01 2016-11-30
MARUTI 2016-12-01 2016-12-30
MARUTI 2016-12-31 2016-12-31
MARUTI 2017-01-01 2017-01-30
MARUTI 2017-01-31 2017-01-31
