Connected to mysqlserver
MFSL 2017-11-01 2017-11-30
MFSL 2017-12-01 2017-12-30
MFSL 2017-12-31 2017-12-31
MGL 2017-07-01 2017-07-30
MGL 2017-07-31 2017-07-31
MGL 2017-08-01 2017-08-30
MGL 2017-08-31 2017-08-31
MGL 2017-09-01 2017-09-30
MGL 2017-10-01 2017-10-30
MGL 2017-10-31 2017-10-31
MGL 2017-11-01 2017-11-30
MGL 2017-12-01 2017-12-30
MGL 2017-12-31 2017-12-31
MINDTREE 2017-07-01 2017-07-30
MINDTREE 2017-07-31 2017-07-31
MINDTREE 2017-08-01 2017-08-30
MINDTREE 2017-08-31 2017-08-31
MINDTREE 2017-09-01 2017-09-30
MINDTREE 2017-10-01 2017-10-30
MINDTREE 2017-10-31 2017-10-31
MINDTREE 2017-11-01 2017-11-30
MINDTREE 2017-12-01 2017-12-30
MINDTREE 2017-12-31 2017-12-31
MOTHERSUMI 2017-07-01 2017-07-30
MOTHERSUMI 2017-07-31 2017-07-31
MOTHERSUMI 2017-08-01 2017-08-30
MOTHERSUMI 2017-08-31 2017-08-31
MOTHERSUMI 2017-09-01 2017-09-30
MOTHERSUMI 2017-10-01 2017-10-30
Commited candles: 6150000
MOTHERSUMI 2017-10-31 2017-10-31
MOTHERSUMI 2017-11-01 2017-11-30
MOTHERSUMI 2017-12-01 2017-12-30
MOTHERSUMI 2017-12-31 2017-12-31
MRF 2017-07-01 2017-07-30
MRF 2017-07-31 2017-07-31
MRF 2017-08-01 2017-08-30
MRF 2017-08-31 2017-08-31
MRF 2017-09-01 2017-09-30
MRF 2017-10-01 2017-10-30
MRF 2017-10-31 2017-10-31
MRF 2017-11-01 2017-11-30
MRF 2017-12-01 2017-12-30
MRF 2017-12-31 2017-12-31
MRPL 2017-07-01 2017-07-30
MRPL 2017-07-31 2017-07-31
MRPL 2017-08-01 2017-08-30
MRPL 2017-08-31 2017-08-31
MRPL 2017-09-01 2017-09-30
MRPL 2017-10-01 2017-10-30
MRPL 2017-10-31 2017-10-31
MRPL 2017-11-01 2017-11-30
MRPL 2017-12-01 2017-12-30
MRPL 2017-12-31 2017-12-31
MUTHOOTFIN 2017-07-01 2017-07-30
MUTHOOTFIN 2017-07-31 2017-07-31
MUTHOOTFIN 2017-08-01 2017-08-30
MUTHOOTFIN 2017-08-31 2017-08-31
MUTHOOTFIN 2017-09-01 2017-09-30
MUTHOOTFIN 2017-10-01 2017-10-30
MUTHOOTFIN 2017-10-31 2017-10-31
MUTHOOTFIN 2017-11-01 2017-11-30
MUTHOOTFIN 2017-12-01 2017-12-30
Commited candles: 6300000
MUTHOOTFIN 2017-12-31 2017-12-31
NATIONALUM 2017-07-01 2017-07-30
NATIONALUM 2017-07-31 2017-07-31
NATIONALUM 2017-08-01 2017-08-30
NATIONALUM 2017-08-31 2017-08-31
NATIONALUM 2017-09-01 2017-09-30
NATIONALUM 2017-10-01 2017-10-30
NATIONALUM 2017-10-31 2017-10-31
NATIONALUM 2017-11-01 2017-11-30
NATIONALUM 2017-12-01 2017-12-30
NATIONALUM 2017-12-31 2017-12-31
NBCC 2017-07-01 2017-07-30
NBCC 2017-07-31 2017-07-31
NBCC 2017-08-01 2017-08-30
NBCC 2017-08-31 2017-08-31
NBCC 2017-09-01 2017-09-30
NBCC 2017-10-01 2017-10-30
NBCC 2017-10-31 2017-10-31
NBCC 2017-11-01 2017-11-30
NBCC 2017-12-01 2017-12-30
NBCC 2017-12-31 2017-12-31
NCC 2017-07-01 2017-07-30
NCC 2017-07-31 2017-07-31
NCC 2017-08-01 2017-08-30
NCC 2017-08-31 2017-08-31
NCC 2017-09-01 2017-09-30
NCC 2017-10-01 2017-10-30
NCC 2017-10-31 2017-10-31
NCC 2017-11-01 2017-11-30
NCC 2017-12-01 2017-12-30
NCC 2017-12-31 2017-12-31
NESTLEIND 2017-07-01 2017-07-30
Commited candles: 6450000
NESTLEIND 2017-07-31 2017-07-31
NESTLEIND 2017-08-01 2017-08-30
NESTLEIND 2017-08-31 2017-08-31
NESTLEIND 2017-09-01 2017-09-30
NESTLEIND 2017-10-01 2017-10-30
NESTLEIND 2017-10-31 2017-10-31
NESTLEIND 2017-11-01 2017-11-30
NESTLEIND 2017-12-01 2017-12-30
NESTLEIND 2017-12-31 2017-12-31
NHPC 2017-07-01 2017-07-30
NHPC 2017-07-31 2017-07-31
NHPC 2017-08-01 2017-08-30
NHPC 2017-08-31 2017-08-31
NHPC 2017-09-01 2017-09-30
NHPC 2017-10-01 2017-10-30
NHPC 2017-10-31 2017-10-31
NHPC 2017-11-01 2017-11-30
NHPC 2017-12-01 2017-12-30
NHPC 2017-12-31 2017-12-31
NIITTECH 2017-07-01 2017-07-30
NIITTECH 2017-07-31 2017-07-31
NIITTECH 2017-08-01 2017-08-30
NIITTECH 2017-08-31 2017-08-31
NIITTECH 2017-09-01 2017-09-30
NIITTECH 2017-10-01 2017-10-30
NIITTECH 2017-10-31 2017-10-31
NIITTECH 2017-11-01 2017-11-30
NIITTECH 2017-12-01 2017-12-30
NIITTECH 2017-12-31 2017-12-31
NMDC 2017-07-01 2017-07-30
NMDC 2017-07-31 2017-07-31
NMDC 2017-08-01 2017-08-30
NMDC 2017-08-31 2017-08-31
NMDC 2017-09-01 2017-09-30
Commited candles: 6600000
NMDC 2017-10-01 2017-10-30
NMDC 2017-10-31 2017-10-31
NMDC 2017-11-01 2017-11-30
NMDC 2017-12-01 2017-12-30
NMDC 2017-12-31 2017-12-31
NTPC 2017-07-01 2017-07-30
NTPC 2017-07-31 2017-07-31
NTPC 2017-08-01 2017-08-30
NTPC 2017-08-31 2017-08-31
NTPC 2017-09-01 2017-09-30
NTPC 2017-10-01 2017-10-30
NTPC 2017-10-31 2017-10-31
NTPC 2017-11-01 2017-11-30
NTPC 2017-12-01 2017-12-30
NTPC 2017-12-31 2017-12-31
OFSS 2017-07-01 2017-07-30
OFSS 2017-07-31 2017-07-31
OFSS 2017-08-01 2017-08-30
OFSS 2017-08-31 2017-08-31
OFSS 2017-09-01 2017-09-30
OFSS 2017-10-01 2017-10-30
OFSS 2017-10-31 2017-10-31
OFSS 2017-11-01 2017-11-30
OFSS 2017-12-01 2017-12-30
OFSS 2017-12-31 2017-12-31
OIL 2017-07-01 2017-07-30
OIL 2017-07-31 2017-07-31
OIL 2017-08-01 2017-08-30
OIL 2017-08-31 2017-08-31
OIL 2017-09-01 2017-09-30
OIL 2017-10-01 2017-10-30
Commited candles: 6750000
OIL 2017-10-31 2017-10-31
OIL 2017-11-01 2017-11-30
OIL 2017-12-01 2017-12-30
OIL 2017-12-31 2017-12-31
ONGC 2017-07-01 2017-07-30
ONGC 2017-07-31 2017-07-31
ONGC 2017-08-01 2017-08-30
ONGC 2017-08-31 2017-08-31
ONGC 2017-09-01 2017-09-30
ONGC 2017-10-01 2017-10-30
ONGC 2017-10-31 2017-10-31
ONGC 2017-11-01 2017-11-30
ONGC 2017-12-01 2017-12-30
ONGC 2017-12-31 2017-12-31
ORIENTBANK 2017-07-01 2017-07-30
ORIENTBANK 2017-07-31 2017-07-31
ORIENTBANK 2017-08-01 2017-08-30
ORIENTBANK 2017-08-31 2017-08-31
ORIENTBANK 2017-09-01 2017-09-30
ORIENTBANK 2017-10-01 2017-10-30
ORIENTBANK 2017-10-31 2017-10-31
ORIENTBANK 2017-11-01 2017-11-30
ORIENTBANK 2017-12-01 2017-12-30
ORIENTBANK 2017-12-31 2017-12-31
PAGEIND 2017-07-01 2017-07-30
PAGEIND 2017-07-31 2017-07-31
PAGEIND 2017-08-01 2017-08-30
PAGEIND 2017-08-31 2017-08-31
PAGEIND 2017-09-01 2017-09-30
PAGEIND 2017-10-01 2017-10-30
PAGEIND 2017-10-31 2017-10-31
PAGEIND 2017-11-01 2017-11-30
Commited candles: 6900000
PAGEIND 2017-12-01 2017-12-30
PAGEIND 2017-12-31 2017-12-31
PCJEWELLER 2017-07-01 2017-07-30
PCJEWELLER 2017-07-31 2017-07-31
PCJEWELLER 2017-08-01 2017-08-30
PCJEWELLER 2017-08-31 2017-08-31
PCJEWELLER 2017-09-01 2017-09-30
PCJEWELLER 2017-10-01 2017-10-30
PCJEWELLER 2017-10-31 2017-10-31
PCJEWELLER 2017-11-01 2017-11-30
PCJEWELLER 2017-12-01 2017-12-30
PCJEWELLER 2017-12-31 2017-12-31
PEL 2017-07-01 2017-07-30
PEL 2017-07-31 2017-07-31
PEL 2017-08-01 2017-08-30
PEL 2017-08-31 2017-08-31
PEL 2017-09-01 2017-09-30
PEL 2017-10-01 2017-10-30
PEL 2017-10-31 2017-10-31
PEL 2017-11-01 2017-11-30
PEL 2017-12-01 2017-12-30
PEL 2017-12-31 2017-12-31
PETRONET 2017-07-01 2017-07-30
PETRONET 2017-07-31 2017-07-31
PETRONET 2017-08-01 2017-08-30
PETRONET 2017-08-31 2017-08-31
PETRONET 2017-09-01 2017-09-30
PETRONET 2017-10-01 2017-10-30
PETRONET 2017-10-31 2017-10-31
PETRONET 2017-11-01 2017-11-30
PETRONET 2017-12-01 2017-12-30
PETRONET 2017-12-31 2017-12-31
PFC 2017-07-01 2017-07-30
Commited candles: 7050000
PFC 2017-07-31 2017-07-31
PFC 2017-08-01 2017-08-30
PFC 2017-08-31 2017-08-31
PFC 2017-09-01 2017-09-30
PFC 2017-10-01 2017-10-30
PFC 2017-10-31 2017-10-31
PFC 2017-11-01 2017-11-30
PFC 2017-12-01 2017-12-30
PFC 2017-12-31 2017-12-31
PIDILITIND 2017-07-01 2017-07-30
PIDILITIND 2017-07-31 2017-07-31
PIDILITIND 2017-08-01 2017-08-30
PIDILITIND 2017-08-31 2017-08-31
PIDILITIND 2017-09-01 2017-09-30
PIDILITIND 2017-10-01 2017-10-30
PIDILITIND 2017-10-31 2017-10-31
PIDILITIND 2017-11-01 2017-11-30
PIDILITIND 2017-12-01 2017-12-30
PIDILITIND 2017-12-31 2017-12-31
PNB 2017-07-01 2017-07-30
PNB 2017-07-31 2017-07-31
PNB 2017-08-01 2017-08-30
PNB 2017-08-31 2017-08-31
PNB 2017-09-01 2017-09-30
PNB 2017-10-01 2017-10-30
PNB 2017-10-31 2017-10-31
PNB 2017-11-01 2017-11-30
PNB 2017-12-01 2017-12-30
PNB 2017-12-31 2017-12-31
POWERGRID 2017-07-01 2017-07-30
POWERGRID 2017-07-31 2017-07-31
POWERGRID 2017-08-01 2017-08-30
Commited candles: 7200000
POWERGRID 2017-08-31 2017-08-31
POWERGRID 2017-09-01 2017-09-30
POWERGRID 2017-10-01 2017-10-30
POWERGRID 2017-10-31 2017-10-31
POWERGRID 2017-11-01 2017-11-30
POWERGRID 2017-12-01 2017-12-30
POWERGRID 2017-12-31 2017-12-31
PTC 2017-07-01 2017-07-30
PTC 2017-07-31 2017-07-31
PTC 2017-08-01 2017-08-30
PTC 2017-08-31 2017-08-31
PTC 2017-09-01 2017-09-30
PTC 2017-10-01 2017-10-30
PTC 2017-10-31 2017-10-31
PTC 2017-11-01 2017-11-30
PTC 2017-12-01 2017-12-30
PTC 2017-12-31 2017-12-31
PVR 2017-07-01 2017-07-30
PVR 2017-07-31 2017-07-31
PVR 2017-08-01 2017-08-30
PVR 2017-08-31 2017-08-31
PVR 2017-09-01 2017-09-30
PVR 2017-10-01 2017-10-30
PVR 2017-10-31 2017-10-31
PVR 2017-11-01 2017-11-30
PVR 2017-12-01 2017-12-30
PVR 2017-12-31 2017-12-31
RAMCOCEM 2017-07-01 2017-07-30
RAMCOCEM 2017-07-31 2017-07-31
RAMCOCEM 2017-08-01 2017-08-30
RAMCOCEM 2017-08-31 2017-08-31
RAMCOCEM 2017-09-01 2017-09-30
RAMCOCEM 2017-10-01 2017-10-30
Commited candles: 7350000
RAMCOCEM 2017-10-31 2017-10-31
RAMCOCEM 2017-11-01 2017-11-30
RAMCOCEM 2017-12-01 2017-12-30
RAMCOCEM 2017-12-31 2017-12-31
RAYMOND 2017-07-01 2017-07-30
RAYMOND 2017-07-31 2017-07-31
RAYMOND 2017-08-01 2017-08-30
RAYMOND 2017-08-31 2017-08-31
RAYMOND 2017-09-01 2017-09-30
RAYMOND 2017-10-01 2017-10-30
RAYMOND 2017-10-31 2017-10-31
RAYMOND 2017-11-01 2017-11-30
RAYMOND 2017-12-01 2017-12-30
RAYMOND 2017-12-31 2017-12-31
RBLBANK 2017-07-01 2017-07-30
RBLBANK 2017-07-31 2017-07-31
RBLBANK 2017-08-01 2017-08-30
RBLBANK 2017-08-31 2017-08-31
RBLBANK 2017-09-01 2017-09-30
RBLBANK 2017-10-01 2017-10-30
RBLBANK 2017-10-31 2017-10-31
RBLBANK 2017-11-01 2017-11-30
RBLBANK 2017-12-01 2017-12-30
RBLBANK 2017-12-31 2017-12-31
RCOM 2017-07-01 2017-07-30
RCOM 2017-07-31 2017-07-31
RCOM 2017-08-01 2017-08-30
RCOM 2017-08-31 2017-08-31
RCOM 2017-09-01 2017-09-30
RCOM 2017-10-01 2017-10-30
RCOM 2017-10-31 2017-10-31
RCOM 2017-11-01 2017-11-30
Commited candles: 7500000
RCOM 2017-12-01 2017-12-30
RCOM 2017-12-31 2017-12-31
RECLTD 2017-07-01 2017-07-30
RECLTD 2017-07-31 2017-07-31
RECLTD 2017-08-01 2017-08-30
RECLTD 2017-08-31 2017-08-31
RECLTD 2017-09-01 2017-09-30
RECLTD 2017-10-01 2017-10-30
RECLTD 2017-10-31 2017-10-31
RECLTD 2017-11-01 2017-11-30
RECLTD 2017-12-01 2017-12-30
RECLTD 2017-12-31 2017-12-31
RELCAPITAL 2017-07-01 2017-07-30
RELCAPITAL 2017-07-31 2017-07-31
RELCAPITAL 2017-08-01 2017-08-30
RELCAPITAL 2017-08-31 2017-08-31
RELCAPITAL 2017-09-01 2017-09-30
RELCAPITAL 2017-10-01 2017-10-30
RELCAPITAL 2017-10-31 2017-10-31
RELCAPITAL 2017-11-01 2017-11-30
RELCAPITAL 2017-12-01 2017-12-30
RELCAPITAL 2017-12-31 2017-12-31
RELIANCE 2017-07-01 2017-07-30
RELIANCE 2017-07-31 2017-07-31
RELIANCE 2017-08-01 2017-08-30
RELIANCE 2017-08-31 2017-08-31
RELIANCE 2017-09-01 2017-09-30
RELIANCE 2017-10-01 2017-10-30
RELIANCE 2017-10-31 2017-10-31
RELIANCE 2017-11-01 2017-11-30
RELIANCE 2017-12-01 2017-12-30
Commited candles: 7650000
RELIANCE 2017-12-31 2017-12-31
RELINFRA 2017-07-01 2017-07-30
RELINFRA 2017-07-31 2017-07-31
RELINFRA 2017-08-01 2017-08-30
RELINFRA 2017-08-31 2017-08-31
RELINFRA 2017-09-01 2017-09-30
RELINFRA 2017-10-01 2017-10-30
RELINFRA 2017-10-31 2017-10-31
RELINFRA 2017-11-01 2017-11-30
RELINFRA 2017-12-01 2017-12-30
RELINFRA 2017-12-31 2017-12-31
REPCOHOME 2017-07-01 2017-07-30
REPCOHOME 2017-07-31 2017-07-31
REPCOHOME 2017-08-01 2017-08-30
REPCOHOME 2017-08-31 2017-08-31
REPCOHOME 2017-09-01 2017-09-30
REPCOHOME 2017-10-01 2017-10-30
REPCOHOME 2017-10-31 2017-10-31
REPCOHOME 2017-11-01 2017-11-30
REPCOHOME 2017-12-01 2017-12-30
REPCOHOME 2017-12-31 2017-12-31
RNAVAL 2017-07-01 2017-07-30
RNAVAL 2017-07-31 2017-07-31
RNAVAL 2017-08-01 2017-08-30
RNAVAL 2017-08-31 2017-08-31
RNAVAL 2017-09-01 2017-09-30
RNAVAL 2017-10-01 2017-10-30
RNAVAL 2017-10-31 2017-10-31
RNAVAL 2017-11-01 2017-11-30
RNAVAL 2017-12-01 2017-12-30
RNAVAL 2017-12-31 2017-12-31
RPOWER 2017-07-01 2017-07-30
RPOWER 2017-07-31 2017-07-31
RPOWER 2017-08-01 2017-08-30
Commited candles: 7800000
RPOWER 2017-08-31 2017-08-31
RPOWER 2017-09-01 2017-09-30
RPOWER 2017-10-01 2017-10-30
RPOWER 2017-10-31 2017-10-31
RPOWER 2017-11-01 2017-11-30
RPOWER 2017-12-01 2017-12-30
RPOWER 2017-12-31 2017-12-31
SAIL 2017-07-01 2017-07-30
SAIL 2017-07-31 2017-07-31
SAIL 2017-08-01 2017-08-30
SAIL 2017-08-31 2017-08-31
SAIL 2017-09-01 2017-09-30
SAIL 2017-10-01 2017-10-30
SAIL 2017-10-31 2017-10-31
SAIL 2017-11-01 2017-11-30
SAIL 2017-12-01 2017-12-30
SAIL 2017-12-31 2017-12-31
SBIN 2017-07-01 2017-07-30
SBIN 2017-07-31 2017-07-31
SBIN 2017-08-01 2017-08-30
SBIN 2017-08-31 2017-08-31
SBIN 2017-09-01 2017-09-30
SBIN 2017-10-01 2017-10-30
SBIN 2017-10-31 2017-10-31
SBIN 2017-11-01 2017-11-30
SBIN 2017-12-01 2017-12-30
SBIN 2017-12-31 2017-12-31
SHREECEM 2017-07-01 2017-07-30
SHREECEM 2017-07-31 2017-07-31
SHREECEM 2017-08-01 2017-08-30
SHREECEM 2017-08-31 2017-08-31
SHREECEM 2017-09-01 2017-09-30
Commited candles: 7950000
SHREECEM 2017-10-01 2017-10-30
SHREECEM 2017-10-31 2017-10-31
SHREECEM 2017-11-01 2017-11-30
SHREECEM 2017-12-01 2017-12-30
SHREECEM 2017-12-31 2017-12-31
SIEMENS 2017-07-01 2017-07-30
SIEMENS 2017-07-31 2017-07-31
SIEMENS 2017-08-01 2017-08-30
SIEMENS 2017-08-31 2017-08-31
SIEMENS 2017-09-01 2017-09-30
SIEMENS 2017-10-01 2017-10-30
SIEMENS 2017-10-31 2017-10-31
SIEMENS 2017-11-01 2017-11-30
SIEMENS 2017-12-01 2017-12-30
SIEMENS 2017-12-31 2017-12-31
SOUTHBANK 2017-07-01 2017-07-30
SOUTHBANK 2017-07-31 2017-07-31
SOUTHBANK 2017-08-01 2017-08-30
SOUTHBANK 2017-08-31 2017-08-31
SOUTHBANK 2017-09-01 2017-09-30
SOUTHBANK 2017-10-01 2017-10-30
SOUTHBANK 2017-10-31 2017-10-31
SOUTHBANK 2017-11-01 2017-11-30
SOUTHBANK 2017-12-01 2017-12-30
SOUTHBANK 2017-12-31 2017-12-31
SREINFRA 2017-07-01 2017-07-30
SREINFRA 2017-07-31 2017-07-31
SREINFRA 2017-08-01 2017-08-30
SREINFRA 2017-08-31 2017-08-31
SREINFRA 2017-09-01 2017-09-30
SREINFRA 2017-10-01 2017-10-30
SREINFRA 2017-10-31 2017-10-31
SREINFRA 2017-11-01 2017-11-30
Commited candles: 8100000
SREINFRA 2017-12-01 2017-12-30
SREINFRA 2017-12-31 2017-12-31
SRF 2017-07-01 2017-07-30
SRF 2017-07-31 2017-07-31
SRF 2017-08-01 2017-08-30
SRF 2017-08-31 2017-08-31
SRF 2017-09-01 2017-09-30
SRF 2017-10-01 2017-10-30
SRF 2017-10-31 2017-10-31
SRF 2017-11-01 2017-11-30
SRF 2017-12-01 2017-12-30
SRF 2017-12-31 2017-12-31
SRTRANSFIN 2017-07-01 2017-07-30
SRTRANSFIN 2017-07-31 2017-07-31
SRTRANSFIN 2017-08-01 2017-08-30
SRTRANSFIN 2017-08-31 2017-08-31
SRTRANSFIN 2017-09-01 2017-09-30
SRTRANSFIN 2017-10-01 2017-10-30
SRTRANSFIN 2017-10-31 2017-10-31
SRTRANSFIN 2017-11-01 2017-11-30
SRTRANSFIN 2017-12-01 2017-12-30
SRTRANSFIN 2017-12-31 2017-12-31
STAR 2017-07-01 2017-07-30
STAR 2017-07-31 2017-07-31
STAR 2017-08-01 2017-08-30
STAR 2017-08-31 2017-08-31
STAR 2017-09-01 2017-09-30
STAR 2017-10-01 2017-10-30
STAR 2017-10-31 2017-10-31
STAR 2017-11-01 2017-11-30
STAR 2017-12-01 2017-12-30
Commited candles: 8250000
STAR 2017-12-31 2017-12-31
SUNPHARMA 2017-07-01 2017-07-30
SUNPHARMA 2017-07-31 2017-07-31
SUNPHARMA 2017-08-01 2017-08-30
SUNPHARMA 2017-08-31 2017-08-31
SUNPHARMA 2017-09-01 2017-09-30
SUNPHARMA 2017-10-01 2017-10-30
SUNPHARMA 2017-10-31 2017-10-31
SUNPHARMA 2017-11-01 2017-11-30
SUNPHARMA 2017-12-01 2017-12-30
SUNPHARMA 2017-12-31 2017-12-31
SUNTV 2017-07-01 2017-07-30
SUNTV 2017-07-31 2017-07-31
SUNTV 2017-08-01 2017-08-30
SUNTV 2017-08-31 2017-08-31
SUNTV 2017-09-01 2017-09-30
SUNTV 2017-10-01 2017-10-30
SUNTV 2017-10-31 2017-10-31
SUNTV 2017-11-01 2017-11-30
SUNTV 2017-12-01 2017-12-30
SUNTV 2017-12-31 2017-12-31
SUZLON 2017-07-01 2017-07-30
SUZLON 2017-07-31 2017-07-31
SUZLON 2017-08-01 2017-08-30
SUZLON 2017-08-31 2017-08-31
SUZLON 2017-09-01 2017-09-30
SUZLON 2017-10-01 2017-10-30
SUZLON 2017-10-31 2017-10-31
SUZLON 2017-11-01 2017-11-30
SUZLON 2017-12-01 2017-12-30
SUZLON 2017-12-31 2017-12-31
SYNDIBANK 2017-07-01 2017-07-30
SYNDIBANK 2017-07-31 2017-07-31
SYNDIBANK 2017-08-01 2017-08-30
Commited candles: 8400000
SYNDIBANK 2017-08-31 2017-08-31
SYNDIBANK 2017-09-01 2017-09-30
SYNDIBANK 2017-10-01 2017-10-30
SYNDIBANK 2017-10-31 2017-10-31
SYNDIBANK 2017-11-01 2017-11-30
SYNDIBANK 2017-12-01 2017-12-30
SYNDIBANK 2017-12-31 2017-12-31
TATACHEM 2017-07-01 2017-07-30
TATACHEM 2017-07-31 2017-07-31
TATACHEM 2017-08-01 2017-08-30
TATACHEM 2017-08-31 2017-08-31
TATACHEM 2017-09-01 2017-09-30
TATACHEM 2017-10-01 2017-10-30
TATACHEM 2017-10-31 2017-10-31
TATACHEM 2017-11-01 2017-11-30
TATACHEM 2017-12-01 2017-12-30
TATACHEM 2017-12-31 2017-12-31
TATACOMM 2017-07-01 2017-07-30
TATACOMM 2017-07-31 2017-07-31
TATACOMM 2017-08-01 2017-08-30
TATACOMM 2017-08-31 2017-08-31
TATACOMM 2017-09-01 2017-09-30
TATACOMM 2017-10-01 2017-10-30
TATACOMM 2017-10-31 2017-10-31
TATACOMM 2017-11-01 2017-11-30
TATACOMM 2017-12-01 2017-12-30
TATACOMM 2017-12-31 2017-12-31
TATAELXSI 2017-07-01 2017-07-30
TATAELXSI 2017-07-31 2017-07-31
TATAELXSI 2017-08-01 2017-08-30
TATAELXSI 2017-08-31 2017-08-31
TATAELXSI 2017-09-01 2017-09-30
Commited candles: 8550000
TATAELXSI 2017-10-01 2017-10-30
TATAELXSI 2017-10-31 2017-10-31
TATAELXSI 2017-11-01 2017-11-30
TATAELXSI 2017-12-01 2017-12-30
TATAELXSI 2017-12-31 2017-12-31
TATAGLOBAL 2017-07-01 2017-07-30
TATAGLOBAL 2017-07-31 2017-07-31
TATAGLOBAL 2017-08-01 2017-08-30
TATAGLOBAL 2017-08-31 2017-08-31
TATAGLOBAL 2017-09-01 2017-09-30
TATAGLOBAL 2017-10-01 2017-10-30
TATAGLOBAL 2017-10-31 2017-10-31
TATAGLOBAL 2017-11-01 2017-11-30
TATAGLOBAL 2017-12-01 2017-12-30
TATAGLOBAL 2017-12-31 2017-12-31
TATAMOTORS 2017-07-01 2017-07-30
TATAMOTORS 2017-07-31 2017-07-31
TATAMOTORS 2017-08-01 2017-08-30
TATAMOTORS 2017-08-31 2017-08-31
TATAMOTORS 2017-09-01 2017-09-30
TATAMOTORS 2017-10-01 2017-10-30
TATAMOTORS 2017-10-31 2017-10-31
TATAMOTORS 2017-11-01 2017-11-30
TATAMOTORS 2017-12-01 2017-12-30
TATAMOTORS 2017-12-31 2017-12-31
TATAMTRDVR 2017-07-01 2017-07-30
TATAMTRDVR 2017-07-31 2017-07-31
TATAMTRDVR 2017-08-01 2017-08-30
TATAMTRDVR 2017-08-31 2017-08-31
TATAMTRDVR 2017-09-01 2017-09-30
TATAMTRDVR 2017-10-01 2017-10-30
Commited candles: 8700000
TATAMTRDVR 2017-10-31 2017-10-31
TATAMTRDVR 2017-11-01 2017-11-30
TATAMTRDVR 2017-12-01 2017-12-30
TATAMTRDVR 2017-12-31 2017-12-31
TATAPOWER 2017-07-01 2017-07-30
TATAPOWER 2017-07-31 2017-07-31
TATAPOWER 2017-08-01 2017-08-30
TATAPOWER 2017-08-31 2017-08-31
TATAPOWER 2017-09-01 2017-09-30
TATAPOWER 2017-10-01 2017-10-30
TATAPOWER 2017-10-31 2017-10-31
TATAPOWER 2017-11-01 2017-11-30
TATAPOWER 2017-12-01 2017-12-30
TATAPOWER 2017-12-31 2017-12-31
TATASTEEL 2017-07-01 2017-07-30
TATASTEEL 2017-07-31 2017-07-31
TATASTEEL 2017-08-01 2017-08-30
TATASTEEL 2017-08-31 2017-08-31
TATASTEEL 2017-09-01 2017-09-30
TATASTEEL 2017-10-01 2017-10-30
TATASTEEL 2017-10-31 2017-10-31
TATASTEEL 2017-11-01 2017-11-30
TATASTEEL 2017-12-01 2017-12-30
TATASTEEL 2017-12-31 2017-12-31
TCS 2017-07-01 2017-07-30
TCS 2017-07-31 2017-07-31
TCS 2017-08-01 2017-08-30
TCS 2017-08-31 2017-08-31
TCS 2017-09-01 2017-09-30
TCS 2017-10-01 2017-10-30
TCS 2017-10-31 2017-10-31
TCS 2017-11-01 2017-11-30
TCS 2017-12-01 2017-12-30
Commited candles: 8850000
TCS 2017-12-31 2017-12-31
TECHM 2017-07-01 2017-07-30
TECHM 2017-07-31 2017-07-31
TECHM 2017-08-01 2017-08-30
TECHM 2017-08-31 2017-08-31
TECHM 2017-09-01 2017-09-30
TECHM 2017-10-01 2017-10-30
TECHM 2017-10-31 2017-10-31
TECHM 2017-11-01 2017-11-30
TECHM 2017-12-01 2017-12-30
TECHM 2017-12-31 2017-12-31
TITAN 2017-07-01 2017-07-30
TITAN 2017-07-31 2017-07-31
TITAN 2017-08-01 2017-08-30
TITAN 2017-08-31 2017-08-31
TITAN 2017-09-01 2017-09-30
TITAN 2017-10-01 2017-10-30
TITAN 2017-10-31 2017-10-31
TITAN 2017-11-01 2017-11-30
TITAN 2017-12-01 2017-12-30
TITAN 2017-12-31 2017-12-31
TORNTPHARM 2017-07-01 2017-07-30
TORNTPHARM 2017-07-31 2017-07-31
TORNTPHARM 2017-08-01 2017-08-30
TORNTPHARM 2017-08-31 2017-08-31
TORNTPHARM 2017-09-01 2017-09-30
TORNTPHARM 2017-10-01 2017-10-30
TORNTPHARM 2017-10-31 2017-10-31
TORNTPHARM 2017-11-01 2017-11-30
TORNTPHARM 2017-12-01 2017-12-30
TORNTPHARM 2017-12-31 2017-12-31
TORNTPOWER 2017-07-01 2017-07-30
Commited candles: 9000000
TORNTPOWER 2017-07-31 2017-07-31
TORNTPOWER 2017-08-01 2017-08-30
TORNTPOWER 2017-08-31 2017-08-31
TORNTPOWER 2017-09-01 2017-09-30
TORNTPOWER 2017-10-01 2017-10-30
TORNTPOWER 2017-10-31 2017-10-31
TORNTPOWER 2017-11-01 2017-11-30
TORNTPOWER 2017-12-01 2017-12-30
TORNTPOWER 2017-12-31 2017-12-31
TV18BRDCST 2017-07-01 2017-07-30
TV18BRDCST 2017-07-31 2017-07-31
TV18BRDCST 2017-08-01 2017-08-30
TV18BRDCST 2017-08-31 2017-08-31
TV18BRDCST 2017-09-01 2017-09-30
TV18BRDCST 2017-10-01 2017-10-30
TV18BRDCST 2017-10-31 2017-10-31
TV18BRDCST 2017-11-01 2017-11-30
TV18BRDCST 2017-12-01 2017-12-30
TV18BRDCST 2017-12-31 2017-12-31
TVSMOTOR 2017-07-01 2017-07-30
TVSMOTOR 2017-07-31 2017-07-31
