instrument_type	expiry	tick_size	name	lot_size	tradingsymbol	instrument_token	strike	exchange	segment	exchange_token	last_price
EQ		0.05	MAX INDIA	1	MAXINDIA	4542721	0	NSE	NSE	17745	0
EQ		0.05	MEGHMANI ORGANICS	1	MEGH-BL	3777025	0	NSE	NSE	14754	0
EQ		0.05	MELSTAR INFORMATION TECH	1	MELSTAR	1943041	0	NSE	NSE	7590	0
EQ		0.05	SUNDRAM FASTENERS	1	SUNDRMFAST	856321	0	NSE	NSE	3345	0
EQ		0.05	MATRIMONY.COM	1	MATRIMONY-BL	5562625	0	NSE	NSE	21729	0
EQ		0.05	MATRIMONY.COM	1	MATRIMONY	5561857	0	NSE	NSE	21726	0
EQ		0.05	MOHINI HEALTH&HYGIENE	1	MHHL-SM	365057	0	NSE	NSE	1426	0
EQ		0.05	MILTON INDUSTRIES	1	MILTON-SM	40705	0	NSE	NSE	159	0
EQ		0.05	MOHOTA INDUSTRIES	1	MOHOTAIND-BE	2655489	0	NSE	NSE	10373	0
EQ		0.05	MOHOTA INDUSTRIES	1	MOHOTAIND-BL	3249921	0	NSE	NSE	12695	0
EQ		0.05	MOHOTA INDUSTRIES	1	MOHOTAIND	1029889	0	NSE	NSE	4023	0
EQ		0.05	MOKSH ORNAMENTS	1	MOKSH-SM	236545	0	NSE	NSE	924	0
EQ		0.05	M P TODAY MEDIA	1	MPTODAY-SM	5578753	0	NSE	NSE	21792	0
EQ		0.05	NACL INDUSTRIES	1	NACLIND-BE	5229825	0	NSE	NSE	20429	0
EQ		0.05	NACL INDUSTRIES	1	NACLIND-BL	5229569	0	NSE	NSE	20428	0
EQ		0.05	NACL INDUSTRIES	1	NACLIND	5228801	0	NSE	NSE	20425	0
EQ		0.05	HINDUSTAN DORR OLIVER LT	1	HINDDORROL-BL	3093249	0	NSE	NSE	12083	0
EQ		0.05	HINDUSTAN MOTORS	1	HINDMOTORS-BE	5549825	0	NSE	NSE	21679	0
EQ		0.05	HOV SERVICES	1	HOVS-BL	3480577	0	NSE	NSE	13596	0
EQ		0.05	MERCATOR	1	MERCATOR-BE	3041025	0	NSE	NSE	11879	0
EQ		0.05	METALYST FORGINGS	1	METALFORGE	13313	0	NSE	NSE	52	0
EQ		0.05	MICRO TECH. (IND)	1	MICROTECH-BE	3488513	0	NSE	NSE	13627	0
EQ		0.05	MINDA INDUSTRIES	1	MINDAIND-BE	3624449	0	NSE	NSE	14158	0
EQ		0.05	MM FORGINGS	1	MMFL-BE	3543297	0	NSE	NSE	13841	0
EQ		0.05	MM FORGINGS	1	MMFL-BL	3543553	0	NSE	NSE	13842	0
EQ		0.05	MMTC	1	MMTC	4596993	0	NSE	NSE	17957	0
EQ		0.05	TV18 BROADCAST	1	TV18BRDCST-BE	3638273	0	NSE	NSE	14212	0
EQ		0.05	TV18 BROADCAST	1	TV18BRDCST-BL	3637761	0	NSE	NSE	14210	0
EQ		0.05	UNIVERSAL CABLES	1	UNIVCABLES-BL	3291905	0	NSE	NSE	12859	0
EQ		0.05	VARUN INDUS.	1	VARUN-BE	3860993	0	NSE	NSE	15082	0
EQ		0.05	NEWGEN SOFTWARE TECH	1	NEWGEN-BE	299521	0	NSE	NSE	1170	0
EQ		0.05	NEWGEN SOFTWARE TECH	1	NEWGEN-BL	298753	0	NSE	NSE	1167	0
EQ		0.05	NEWGEN SOFTWARE TECH	1	NEWGEN	297985	0	NSE	NSE	1164	0
EQ		0.05	THE NEW INDIA ASSU CO	1	NIACL-BE	103169	0	NSE	NSE	403	0
EQ		0.05	THE NEW INDIA ASSU CO	1	NIACL-BL	102913	0	NSE	NSE	402	0
EQ		0.05	THE NEW INDIA ASSU CO	1	NIACL	102145	0	NSE	NSE	399	0
EQ		0.05	OMFURN INDIA	1	OMFURN-SM	29953	0	NSE	NSE	117	0
EQ		0.05	ONE POINT ONE SOL	1	ONEPOINT-SM	210945	0	NSE	NSE	824	0
EQ		0.05	ORCHID PHARMA	1	ORCHIDPHAR-BZ	297217	0	NSE	NSE	1161	0
EQ		0.05	PAISALO DIGITAL	1	PAISALO-BE	6520833	0	NSE	NSE	25472	0
EQ		0.05	PAISALO DIGITAL	1	PAISALO-BL	6520577	0	NSE	NSE	25471	0
EQ		0.05	PAISALO DIGITAL	1	PAISALO	6519809	0	NSE	NSE	25468	0
EQ		0.05	HPL ELECTRIC & POWER	1	HPL-BL	4782593	0	NSE	NSE	18682	0
EQ		0.05	MOHIT INDUSTRIES	1	MOHITIND	7532289	0	NSE	NSE	29423	0
EQ		0.05	MOLD-TEK TECHNOLOGIES	1	MOLDTECH-BL	4512769	0	NSE	NSE	17628	0
EQ		0.05	MOLD-TEK TECHNOLOGIES	1	MOLDTECH	4512001	0	NSE	NSE	17625	0
EQ		0.05	MORARJEE TEXTILES	1	MORARJEE-BL	7393537	0	NSE	NSE	28881	0
EQ		0.05	VESUVIUS INDIA	1	VESUVIUS-BE	1611521	0	NSE	NSE	6295	0
EQ		0.05	PASHUPATI COTSPIN	1	PASHUPATI-SM	5544193	0	NSE	NSE	21657	0
EQ		0.05	PRAXIS HOME RETAIL	1	PRAXIS-BE	311297	0	NSE	NSE	1216	0
EQ		0.05	PRAXIS HOME RETAIL	1	PRAXIS-BL	310529	0	NSE	NSE	1213	0
EQ		0.05	PRAXIS HOME RETAIL	1	PRAXIS	308225	0	NSE	NSE	1204	0
EQ		0.05	PULZ ELECTRONICS	1	PULZ-SM	129793	0	NSE	NSE	507	0
EQ		0.05	RAJ OIL MILLS	1	RAJOIL-BZ	182273	0	NSE	NSE	712	0
EQ		0.05	RAMGOPAL POLYTEX	1	RAMGOPOLY-BL	3330049	0	NSE	NSE	13008	0
EQ		0.05	RAMGOPAL POLYTEX	1	RAMGOPOLY	725505	0	NSE	NSE	2834	0
EQ		0.05	RASOYA PROTEINS	1	RASOYPR-BZ	404737	0	NSE	NSE	1581	0
EQ		0.05	REIAGRO	1	REIAGROLTD-BZ	5584641	0	NSE	NSE	21815	0
EQ		0.05	MOREPEN LAB.	1	MOREPENLAB-BE	1266945	0	NSE	NSE	4949	0
EQ		0.05	MUKAND ENGINEERS	1	MUKANDENGG-BE	2137089	0	NSE	NSE	8348	0
EQ		0.01	9.25% SECURED NCD	1	MUTHOOTFIN-NF	5130753	0	NSE	NSE	20042	0
EQ		0.05	NCC	1	NCC-BE	2233089	0	NSE	NSE	8723	0
EQ		0.05	NISSAN COPPER	1	NCOPPER-BE	6519297	0	NSE	NSE	25466	0
EQ		0.05	NISSAN COPPER	1	NCOPPER-BL	6519041	0	NSE	NSE	25465	0
EQ		0.05	NISSAN COPPER	1	NCOPPER-BZ	2804225	0	NSE	NSE	10954	0
EQ		0.05	NANDAN DENIM	1	NDL-BE	8003073	0	NSE	NSE	31262	0
EQ		0.05	ZEN TECHNOLOGIES	1	ZENTEC-BE	1925377	0	NSE	NSE	7521	0
EQ		0.05	RELIABLE DATA SERVICE	1	RELIABLE-SM	13057	0	NSE	NSE	51	0
EQ		0.05	RELIANCE HOME FINANCE	1	RHFL-BE	5564673	0	NSE	NSE	21737	0
EQ		0.05	RELIANCE HOME FINANCE	1	RHFL-BL	5564417	0	NSE	NSE	21736	0
EQ		0.05	RELIANCE HOME FINANCE	1	RHFL	5563649	0	NSE	NSE	21733	0
EQ		0.05	RKEC PROJECTS	1	RKEC-SM	5602817	0	NSE	NSE	21886	0
EQ		0.05	R M DRIP & SPRINK SYS	1	RMDRIP-SM	5584897	0	NSE	NSE	21816	0
EQ		0.05	RELIANCE NIPPON L A M	1	RNAM-BE	92417	0	NSE	NSE	361	0
EQ		0.05	RELIANCE NIPPON L A M	1	RNAM-BL	92161	0	NSE	NSE	360	0
EQ		0.05	RELIANCE NIPPON L A M	1	RNAM	91393	0	NSE	NSE	357	0
EQ		0.05	RELIANCE NAVAL & ENGG	1	RNAVAL-BE	4466689	0	NSE	NSE	17448	0
EQ		0.05	RELIANCE NAVAL & ENGG	1	RNAVAL-BL	4466433	0	NSE	NSE	17447	0
EQ		0.05	RELIANCE NAVAL & ENGG	1	RNAVAL	4465665	0	NSE	NSE	17444	0
EQ		0.05	SAMTEL COLOR	1	SAMTEL-BZ	296449	0	NSE	NSE	1158	0
EQ		0.05	SBI LIFE INSURANCE CO	1	SBILIFE-BE	5583873	0	NSE	NSE	21812	0
EQ		0.05	SBI LIFE INSURANCE CO	1	SBILIFE-BL	5583617	0	NSE	NSE	21811	0
EQ		0.05	MVL	1	MVL	4289793	0	NSE	NSE	16757	0
EQ		0.05	N.B.I. IND. FIN. CO.	1	NBIFIN-BE	4893441	0	NSE	NSE	19115	0
EQ		0.05	NDTV	1	NDTV	2925313	0	NSE	NSE	11427	0
EQ		0.05	NORTH EAST CARRY CORP	1	NECCLTD-BE	3464449	0	NSE	NSE	13533	0
EQ		0.05	SBI LIFE INSURANCE CO	1	SBILIFE	5582849	0	NSE	NSE	21808	0
EQ		0.05	STAMPEDE CAPITAL	1	SCAPDVR-BE	6913	0	NSE	NSE	27	0
EQ		0.05	STAMPEDE CAPITAL	1	SCAPDVR-BL	6145	0	NSE	NSE	24	0
EQ		0.05	STAMPEDE CAPITAL	1	SCAPDVR	4353	0	NSE	NSE	17	0
EQ		0.05	SECUR CREDENTIALS	1	SECURCRED-SM	105473	0	NSE	NSE	412	0
EQ		0.05	SERVALAKSHMI PAPER	1	SERVALL-BZ	78593	0	NSE	NSE	307	0
EQ		0.05	SEZAL GLASS	1	SEZAL-BZ	145921	0	NSE	NSE	570	0
EQ		0.01	2.50%GOLDBONDS 2025 SR-X	1	SGBDEC25-GB	159489	0	NSE	NSE	623	0
EQ		0.05	KALYANI INVEST CO	1	KICL	5406465	0	NSE	NSE	21119	0
EQ		0.05	NEDUNGADIBANK-ROLL SETT	1	NEDUNGBANK-BE	2182401	0	NSE	NSE	8525	0
EQ		0.05	NET 4 INDIA	1	NET4-BE	5321729	0	NSE	NSE	20788	0
EQ		0.01	TAX FREE7.39% SR.IB	1	NHAI-N8	3059713	0	NSE	NSE	11952	0
EQ		0.01	TAX FREE 7.04% SR. IA	1	NHAI-NB	3711233	0	NSE	NSE	14497	0
EQ		0.01	TAX FREE 7.39% SR. IIA	1	NHAI-ND	3717633	0	NSE	NSE	14522	0
EQ		0.01	NHB 8.50 NCD TR II SR 1 B	1	NHBTF2023-N5	451329	0	NSE	NSE	1763	0
EQ		0.01	8.79% SEC RED BOND S2B	1	NHPC-N5	8060417	0	NSE	NSE	31486	0
EQ		0.05	NIIT	1	NIITLTD-BL	3233281	0	NSE	NSE	12630	0
EQ		0.05	NIIT	1	NIITLTD	2949633	0	NSE	NSE	11522	0
EQ		0.05	INDO-NATIONAL	1	NIPPOBATRY-BE	2016257	0	NSE	NSE	7876	0
EQ		0.01	2.50%GOLDBONDS2025 SR-XII	1	SGBDEC2512-GB	203521	0	NSE	NSE	795	0
EQ		0.01	2.50%GOLDBONDS2025SR-XIII	1	SGBDEC2513-GB	220673	0	NSE	NSE	862	0
EQ		0.01	2.50%GOLDBONDS 2025 SR-XI	1	SGBDEC25XI-GB	186625	0	NSE	NSE	729	0
EQ		0.01	2.50%GOLDBONDS2026SR-XIV	1	SGBJAN26-GB	241921	0	NSE	NSE	945	0
EQ		0.01	2.50% GOLDBONDS2025SR-VII	1	SGBNOV25-GB	117249	0	NSE	NSE	458	0
EQ		0.01	2.50%GOLDBONDS2025SR-VIII	1	SGBNOV258-GB	127233	0	NSE	NSE	497	0
EQ		0.01	2.50%GOLDBONDS 2025SR-IX	1	SGBNOV25IX-GB	138241	0	NSE	NSE	540	0
EQ		0.01	2.50% GOLDBONDS2025SR-VI	1	SGBNOV25VI-GB	101889	0	NSE	NSE	398	0
EQ		0.01	KOTAKMAMC - KTKNV20ETF	1	KOTAKNV20	2932993	0	NSE	NSE	11457	0
EQ		0.01	BOND 8.88%PA TF TR-I S 2B	1	NHBTF2014-N5	8184065	0	NSE	NSE	31969	0
EQ		0.01	NHB 8.68 NCD TR II SR 2 A	1	NHBTF2023-N3	450049	0	NSE	NSE	1758	0
EQ		0.05	NIIT TECHNOLOGIES	1	NIITTECH-BE	2955777	0	NSE	NSE	11546	0
EQ		0.05	NEUEON TOWERS	1	NTL-BE	7821825	0	NSE	NSE	30554	0
EQ		0.01	ICICI PRU NV20 IWIN ETF	1	NV20IWIN	4473601	0	NSE	NSE	17475	0
EQ		0.05	ORIENTAL BANK OF COMMERCE	1	ORIENTBANK	636673	0	NSE	NSE	2487	0
EQ		0.05	ORIENT PAPER AND INDS	1	ORIENTPPR	638977	0	NSE	NSE	2496	0
EQ		0.05	ORIENT REFRACTORIES	1	ORIENTREF-BE	7978753	0	NSE	NSE	31167	0
EQ		0.01	2.50% GOLDBONDS2025SR-III	1	SGBOCT25-GB	64001	0	NSE	NSE	250	0
EQ		0.01	2.50% GOLDBONDS2025SR-IV	1	SGBOCT25IV-GB	77825	0	NSE	NSE	304	0
EQ		0.01	2.50% GOLDBONDS2025SR-V	1	SGBOCT25V-GB	90881	0	NSE	NSE	355	0
EQ		0.05	SHALBY	1	SHALBY-BE	184321	0	NSE	NSE	720	0
EQ		0.05	NITESH ESTATES	1	NITESHEST-BL	4815873	0	NSE	NSE	18812	0
EQ		0.05	NITESH ESTATES	1	NITESHEST	4815105	0	NSE	NSE	18809	0
EQ		0.05	NK INDUSTRIES	1	NKIND-BL	3325697	0	NSE	NSE	12991	0
EQ		0.05	N R AGARWAL INDS	1	NRAIL	5200385	0	NSE	NSE	20314	0
EQ		0.05	NRC 	1	NRC	629761	0	NSE	NSE	2460	0
EQ		0.05	ORIENT REFRACTORIES	1	ORIENTREF	7977729	0	NSE	NSE	31163	0
EQ		0.05	SEL MANU. CO.	1	SELMCL-BE	3811329	0	NSE	NSE	14888	0
EQ		0.05	SHR ASTHVIN CINE VIS	1	SHREEASHTA-BL	3582721	0	NSE	NSE	13995	0
EQ		0.05	SHALBY	1	SHALBY-BL	184065	0	NSE	NSE	719	0
EQ		0.05	SHALBY	1	SHALBY	182785	0	NSE	NSE	714	0
EQ		0.05	SHARON BIO-MEDI	1	SHARONBIO-BZ	79361	0	NSE	NSE	310	0
EQ		0.05	SHILPI CABLE TECH	1	SHILPI-BZ	79617	0	NSE	NSE	311	0
EQ		0.05	SHIVA MILLS	1	SHIVAMILLS-BE	384769	0	NSE	NSE	1503	0
EQ		0.05	LINC PEN & PLASTICS	1	LINCPEN-BE	1780481	0	NSE	NSE	6955	0
EQ		0.05	LINC PEN & PLASTICS	1	LINCPEN-BL	1780225	0	NSE	NSE	6954	0
EQ		0.05	LINC PEN & PLASTICS	1	LINCPEN	1779457	0	NSE	NSE	6951	0
EQ		0.05	LINDE INDIA	1	LINDEINDIA	416513	0	NSE	NSE	1627	0
EQ		0.05	LUX INDUSTRIES	1	LUXIND-BL	2893825	0	NSE	NSE	11304	0
EQ		0.05	ORIENT REFRACTORIES	1	ORIENTREF-BL	7978497	0	NSE	NSE	31166	0
EQ		0.05	OSWAL AGRO MILLS	1	OSWALAGRO-BE	1372673	0	NSE	NSE	5362	0
EQ		0.05	PHOENIX INTERNATIONAL	1	PHOENXINTL	680449	0	NSE	NSE	2658	0
EQ		0.05	PI INDUSTRIES	1	PIIND	6191105	0	NSE	NSE	24184	0
EQ		0.05	SHIVA MILLS	1	SHIVAMILLS-BL	384513	0	NSE	NSE	1502	0
EQ		0.05	SHIVA MILLS	1	SHIVAMILLS	383233	0	NSE	NSE	1497	0
EQ		0.05	SHIVA TEXYARN	1	SHIVATEX-BE	208129	0	NSE	NSE	813	0
EQ		0.05	SHIVA TEXYARN	1	SHIVATEX-BL	208897	0	NSE	NSE	816	0
EQ		0.05	SHIVA TEXYARN	1	SHIVATEX	205825	0	NSE	NSE	804	0
EQ		0.05	SHRADHA INFRAPROJ (N)	1	SHRADHA-SM	165889	0	NSE	NSE	648	0
EQ		0.05	SILLY MONKS ENTERTAIN	1	SILLYMONKS-SM	273153	0	NSE	NSE	1067	0
EQ		0.05	SILVER TOUCH TECHNO	1	SILVERTUC-SM	141057	0	NSE	NSE	551	0
EQ		0.05	SINTERCOM INDIA	1	SINTERCOM-SM	359681	0	NSE	NSE	1405	0
EQ		0.05	SRI KRISHNA METCOM	1	SKML-SM	5569537	0	NSE	NSE	21756	0
EQ		0.05	S K S TEXTILES	1	SKSTEXTILE-SM	287489	0	NSE	NSE	1123	0
EQ		0.05	SMS PHARMACEUTICALS	1	SMSPHARMA-BL	3668737	0	NSE	NSE	14331	0
EQ		0.05	SOMANY CERAMICS	1	SOMANYCERA-BL	3111425	0	NSE	NSE	12154	0
EQ		0.05	SUN PHARMA ADV.RES.CO.LTD	1	SPARC-BE	3786753	0	NSE	NSE	14792	0
EQ		0.05	SUN PHARMA ADV.RES.CO.LTD	1	SPARC-BL	3786497	0	NSE	NSE	14791	0
EQ		0.05	SUN PHARMA ADV.RES.CO.LTD	1	SPARC	3785729	0	NSE	NSE	14788	0
EQ		0.05	SPICE MOBILITY	1	SPICEMOBI	4270849	0	NSE	NSE	16683	0
EQ		0.05	SMVD POLY PACK	1	SMVD-SM	216833	0	NSE	NSE	847	0
EQ		0.05	SOLEX ENERGY	1	SOLEX-SM	315137	0	NSE	NSE	1231	0
EQ		0.05	SOUTH WEST PINNACLE	1	SOUTHWEST-SM	370433	0	NSE	NSE	1447	0
EQ		0.01	UNS RED NCD SR. III	1	SREIBNPNCD-NQ	5510401	0	NSE	NSE	21525	0
EQ		0.01	UNS RED NCD 9.35% SR. IV	1	SREIBNPNCD-NR	5510913	0	NSE	NSE	21527	0
EQ		0.05	MAN INFRA	1	MANINFRA-BL	4666625	0	NSE	NSE	18229	0
EQ		0.05	POLARIS CONSULTG & SER LT	1	POLARIS	1793793	0	NSE	NSE	7007	0
EQ		0.05	POLYPLEX CORPORATION	1	POLYPLEX-BL	3245825	0	NSE	NSE	12679	0
EQ		0.05	PONDY OXIDE	1	PONDYOXIDE-BL	5118465	0	NSE	NSE	19994	0
EQ		0.05	SHEKHAWATI POLY-YARN	1	SPYL-BL	5401089	0	NSE	NSE	21098	0
EQ		0.05	SREI INFRASTRUCTURE FINAN	1	SREINFRA-BL	3270401	0	NSE	NSE	12775	0
EQ		0.05	ARCHANA SOFTWARE	1	SSLFINANCE	1108737	0	NSE	NSE	4331	0
EQ		0.01	UNS RED NCD SR. VI	1	SREIBNPNCD-NT	5511937	0	NSE	NSE	21531	0
EQ		0.01	UNS RED NCD 9.55% SR.VIII	1	SREIBNPNCD-NV	5512961	0	NSE	NSE	21535	0
EQ		0.01	10.95% PA SN SIV C-I&II	1	SREINFRA-NQ	897281	0	NSE	NSE	3505	0
EQ		0.01	11.40% PA SN SIV C-III	1	SREINFRA-NR	898817	0	NSE	NSE	3511	0
EQ		0.01	12% PA SN SV C-III	1	SREINFRA-NT	901889	0	NSE	NSE	3523	0
EQ		0.05	SHREE RAM PROTEINS	1	SRPL-SM	318465	0	NSE	NSE	1244	0
EQ		0.05	STERLING BIOTEC	1	STERLINBIO-BZ	388865	0	NSE	NSE	1519	0
EQ		0.05	TCPL PACKAGING	1	TCPLPACK-BE	50177	0	NSE	NSE	196	0
EQ		0.05	TCPL PACKAGING	1	TCPLPACK-BL	48129	0	NSE	NSE	188	0
EQ		0.05	TCPL PACKAGING	1	TCPLPACK	47105	0	NSE	NSE	184	0
EQ		0.05	MAX VENTURES AND INDS	1	MAXVIL	4471809	0	NSE	NSE	17468	0
EQ		0.05	MCNALLY BH. ENG. CO.LTD	1	MBECL-BE	3503873	0	NSE	NSE	13687	0
EQ		0.05	PRADIP OVERSEAS	1	PRADIP	4699393	0	NSE	NSE	18357	0
EQ		0.05	PRAKASHINDUS	1	PRAKASH-BL	3106561	0	NSE	NSE	12135	0
EQ		0.05	PRECISION FASTNERS - DEPO	1	PRECSNFAST-BE	1785601	0	NSE	NSE	6975	0
EQ		0.05	PRESTIGE ESTATE	1	PRESTIGE-BE	5198337	0	NSE	NSE	20306	0
EQ		0.05	SREELEATHERS	1	SREEL	8150273	0	NSE	NSE	31837	0
EQ		0.01	9.75% SRNCD SR VII	1	SREIBNPNCD-N7	2327041	0	NSE	NSE	9090	0
EQ		0.05	SURANA CORPORATION	1	SURANACORP-BE	4273409	0	NSE	NSE	16693	0
EQ		0.05	SURANA INDUSTRIES	1	SURANAIND-BL	3563009	0	NSE	NSE	13918	0
EQ		0.05	TI FINANCIAL HOLDING	1	TIFIN-BE	5566209	0	NSE	NSE	21743	0
EQ		0.05	TI FINANCIAL HOLDING	1	TIFIN-BL	5566465	0	NSE	NSE	21744	0
EQ		0.05	TI FINANCIAL HOLDING	1	TIFIN	5565441	0	NSE	NSE	21740	0
EQ		0.05	TUBE INVEST OF INDIA	1	TIINDIA-BE	88577	0	NSE	NSE	346	0
EQ		0.05	TUBE INVEST OF INDIA	1	TIINDIA-BL	87809	0	NSE	NSE	343	0
EQ		0.05	MENON BEARINGS	1	MENONBE-BE	1784577	0	NSE	NSE	6971	0
EQ		0.05	PRIME SECURITIES	1	PRIMESECU	3037185	0	NSE	NSE	11864	0
EQ		0.01	QUANTUM NIFTY ETF	1	QNIFTY-BL	4305921	0	NSE	NSE	16820	0
EQ		0.05	QUESS CORP	1	QUESS-BL	4532993	0	NSE	NSE	17707	0
EQ		0.05	QUESS CORP	1	QUESS	4532225	0	NSE	NSE	17704	0
EQ		0.05	RAJ RAYON INDUSTRIES	1	RAJRAYON	3576577	0	NSE	NSE	13971	0
EQ		0.05	THE RAMCO CEMENTS	1	RAMCOCEM-BE	1566721	0	NSE	NSE	6120	0
EQ		0.05	SYMPHONY	1	SYMPHONY	6192641	0	NSE	NSE	24190	0
EQ		0.05	SYNCOM HEALTHCARE	1	SYNCOM-BE	4635649	0	NSE	NSE	18108	0
EQ		0.05	SYNCOM HEALTHCARE	1	SYNCOM-BL	4635393	0	NSE	NSE	18107	0
EQ		0.05	SYNCOM HEALTHCARE	1	SYNCOM	4634625	0	NSE	NSE	18104	0
EQ		0.05	TAJ GVK HOTELS & RESORTS	1	TAJGVK-BL	3279361	0	NSE	NSE	12810	0
EQ		0.05	TUBE INVEST OF INDIA	1	TIINDIA	79873	0	NSE	NSE	312	0
EQ		0.05	SHREE TIRUPATI BALAJEE	1	TIRUPATI-SM	5598209	0	NSE	NSE	21868	0
EQ		0.05	TIRUPATI FORGE	1	TIRUPATIFL-SM	17921	0	NSE	NSE	70	0
EQ		0.05	TOUCHWOOD ENTERTAIN	1	TOUCHWOOD-SM	201217	0	NSE	NSE	786	0
EQ		0.05	VALUE INDUSTRIES	1	VALUEIND-BZ	295681	0	NSE	NSE	1155	0
EQ		0.05	QUINTEGRA SOLUTIONS	1	QUINTEGRA-BL	3249409	0	NSE	NSE	12693	0
EQ		0.05	QVC REALTY CO.	1	QVC-IT	1349377	0	NSE	NSE	5271	0
EQ		0.05	RADICO KHAITAN	1	RADICOKHAI	2062849	0	NSE	NSE	8058	0
EQ		0.05	REDINGTON (INDIA)	1	REDINGTON-BL	3649793	0	NSE	NSE	14257	0
EQ		0.05	TALBROS AUTO. COMP.	1	TALBROAUTO	3493889	0	NSE	NSE	13648	0
EQ		0.05	VASA RETAIL & OVERSEA	1	VASA-SM	326145	0	NSE	NSE	1274	0
EQ		0.05	VERTOZ ADVERTISING	1	VERTOZ-SM	128001	0	NSE	NSE	500	0
EQ		0.05	RELIANCE INDUSTRIES	1	RELIANCE	738561	0	NSE	NSE	2885	0
EQ		0.05	RELIANCE INFRASTRUCTU	1	RELINFRA	141569	0	NSE	NSE	553	0
EQ		0.05	REPCO HOME FINANCE	1	REPCOHOME	7577089	0	NSE	NSE	29598	0
EQ		0.05	REPRO INDIA	1	REPRO-BL	3361281	0	NSE	NSE	13130	0
EQ		0.05	RAVI KUMAR DIST.	1	RKDL-BE	5364225	0	NSE	NSE	20954	0
EQ		0.05	TATA COFFEE	1	TATACOFFEE-BE	2100481	0	NSE	NSE	8205	0
EQ		0.05	TATA ELXSI	1	TATAELXSI	873217	0	NSE	NSE	3411	0
EQ		0.05	THYROCARE TECH	1	THYROCARE	4360193	0	NSE	NSE	17032	0
EQ		0.05	TILAKNAGAR INDUSTRIES	1	TI-BL	4914945	0	NSE	NSE	19199	0
EQ		0.05	TECHNOCRAFT IND	1	TIIL-BL	3641601	0	NSE	NSE	14225	0
EQ		0.05	TWILIGHT LITAKA PHARMA	1	TWILITAKA	4863489	0	NSE	NSE	18998	0
EQ		0.05	UNITED BREW. (HOLD.)	1	UBHOLDINGS	4262657	0	NSE	NSE	16651	0
EQ		0.05	UCO BANK	1	UCOBANK-BE	3617537	0	NSE	NSE	14131	0
EQ		0.05	VKS PROJECTS	1	VKSPL-BZ	56065	0	NSE	NSE	219	0
EQ		0.05	WORTH PERIPHERALS	1	WORTH-SM	5571329	0	NSE	NSE	21763	0
EQ		0.05	ZODIAC ENERGY	1	ZODIAC-SM	154113	0	NSE	NSE	602	0
EQ		0.05	21ST CENTURY MGMT SERVICE	1	21STCENMGM-BE	1984001	0	NSE	NSE	7750	0
EQ		0.05	ALKEM LABORATORIES	1	ALKEM-BL	2999041	0	NSE	NSE	11715	0
EQ		0.05	AMBICA AGAR & AROMAINDLTD	1	AMBICAAGAR-BE	2943745	0	NSE	NSE	11499	0
EQ		0.05	ASHAPURA MINECHEM	1	ASHAPURMIN-BE	2000385	0	NSE	NSE	7814	0
EQ		0.05	SVC SUPERCHEM - DEPO	1	ATVPETRO-BE	1957633	0	NSE	NSE	7647	0
EQ		0.05	BALAJI HOTELS & ENTER. LT	1	BALAJHOTEL	82689	0	NSE	NSE	323	0
EQ		0.05	BALRAMPUR CHINI - DEP SET	1	BALRAMCHIN-BE	1427457	0	NSE	NSE	5576	0
EQ		0.05	BOB - DEPO SETT	1	BANKBARODA-BE	1219329	0	NSE	NSE	4763	0
EQ		0.05	NALCO CHEMICALS	1	NALCOCHEM	602881	0	NSE	NSE	2355	0
EQ		0.05	NATIONALUM-DEP SETT	1	NATIONALUM-BE	1632513	0	NSE	NSE	6377	0
EQ		0.05	RANE ENG VALVE	1	RANEENGINE-BL	4289025	0	NSE	NSE	16754	0
EQ		0.05	RANE BRAKE LINING	1	RBL-BE	4287745	0	NSE	NSE	16749	0
EQ		0.05	RELIGARE ENTER.	1	RELIGARE	3857409	0	NSE	NSE	15068	0
EQ		0.05	CARE RATINGS	1	CARERATING-BL	7453697	0	NSE	NSE	29116	0
EQ		0.05	CONSO. FIN. & HOLD.	1	CONSOFINVT	3003137	0	NSE	NSE	11731	0
EQ		0.05	DECCAN CEMENTS	1	DECCANCE	3798529	0	NSE	NSE	14838	0
EQ		0.05	DHARANI SUGARS & CHEMICAL	1	DHARSUGAR	221697	0	NSE	NSE	866	0
EQ		0.05	EMCO	1	EMCO	3352577	0	NSE	NSE	13096	0
EQ		0.05	EMPEE SUGAR AND CHEM	1	EMPEESUG-BL	4965633	0	NSE	NSE	19397	0
EQ		0.05	NEPC INDIA	1	NEPCMICON-BL	3102209	0	NSE	NSE	12118	0
EQ		0.05	NATIONAL FERT.	1	NFL	3564801	0	NSE	NSE	13925	0
EQ		0.01	BOND 8.20% PA TAX FREE S1	1	NHAI-N1	7945729	0	NSE	NSE	31038	0
EQ		0.05	NICCO CORP	1	NICCO-BE	3536385	0	NSE	NSE	13814	0
EQ		0.05	RAVI KUMAR DIST.	1	RKDL-BL	5363969	0	NSE	NSE	20953	0
EQ		0.05	RANE (MADRAS)	1	RML-BE	3065857	0	NSE	NSE	11976	0
EQ		0.05	ROYAL ORCHID HOTELS	1	ROHLTD-BL	3375617	0	NSE	NSE	13186	0
EQ		0.05	ROLLATAINERS	1	ROLLT-BL	4891393	0	NSE	NSE	19107	0
EQ		0.05	RPG LIFE SCIENCES	1	RPGLIFE-BL	4282369	0	NSE	NSE	16728	0
